,album,artist,trackNumber,id,name,uri,release_date,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence,isHit
0,Fetch The Bolt Cutters,Fiona Apple,1,73SBAGI4fPFm4VkB3NjXq8,I Want You To Love Me,spotify:track:73SBAGI4fPFm4VkB3NjXq8,2020-04-17,0.559,0.528,237713,0.504,0,0.0414,9,0.0936,-8.821,0,61,0.09,141.369,3,0.712,0
1,Fetch The Bolt Cutters,Fiona Apple,6,17QLp5uadHptxnmq9clK8U,Rack of His,spotify:track:17QLp5uadHptxnmq9clK8U,2020-04-17,0.831,0.44,222307,0.619,0,0.00113,7,0.101,-9.846,1,52,0.112,94.968,4,0.552,0
2,Fetch The Bolt Cutters,Fiona Apple,4,12WhIX6MvI93bS3wPSStSY,Under The Table,spotify:track:12WhIX6MvI93bS3wPSStSY,2020-04-17,0.295,0.64,201352,0.494,0,4.8e-06,0,0.248,-8.14,1,61,0.0602,119.854,4,0.547,0
3,Fetch The Bolt Cutters,Fiona Apple,9,2OQpQTRogZ1AhnUHJiT9Nb,Heavy Balloon,spotify:track:2OQpQTRogZ1AhnUHJiT9Nb,2020-04-17,0.126,0.635,206262,0.67,0,3.68e-05,11,0.166,-6.533,0,52,0.0723,83.901,4,0.17,0
4,Fetch The Bolt Cutters,Fiona Apple,3,4SdubskbLiOkpsIjRVVsya,Fetch The Bolt Cutters,spotify:track:4SdubskbLiOkpsIjRVVsya,2020-04-17,0.526,0.485,298457,0.488,0,2.02e-05,0,0.0686,-11.34,1,56,0.171,150.856,4,0.339,0
5,Fetch The Bolt Cutters,Fiona Apple,13,6VU4Ys4rbbbwJ84g1ZuYA5,On I Go,spotify:track:6VU4Ys4rbbbwJ84g1ZuYA5,2020-04-17,0.241,0.516,189082,0.609,0,5.3e-06,1,0.36,-10.649,1,48,0.142,95.013,3,0.617,0
6,Fetch The Bolt Cutters,Fiona Apple,8,0jH0IsCBGackT3RmHBbSUI,Ladies,spotify:track:0jH0IsCBGackT3RmHBbSUI,2020-04-17,0.645,0.562,325373,0.307,0,0.000551,6,0.107,-9.629,0,54,0.103,133.836,3,0.28,0
7,Fetch The Bolt Cutters,Fiona Apple,11,5BBWr1LUsCH1tECJLAUGnP,For Her,spotify:track:5BBWr1LUsCH1tECJLAUGnP,2020-04-17,0.806,0.431,163720,0.522,0,0.0,8,0.373,-9.022,1,51,0.39,174.085,4,0.447,0
8,Fetch The Bolt Cutters,Fiona Apple,2,2pDKE8Q40TDGPl1O11DKKn,Shameika,spotify:track:2pDKE8Q40TDGPl1O11DKKn,2020-04-17,0.154,0.375,248603,0.776,0,8.16e-05,8,0.0925,-6.767,1,57,0.274,186.814,4,0.647,0
9,Fetch The Bolt Cutters,Fiona Apple,10,7eGoc6UmwiRAVnilTZajNC,Cosmonauts,spotify:track:7eGoc6UmwiRAVnilTZajNC,2020-04-17,0.702,0.547,239310,0.472,0,0.0,0,0.168,-9.218,1,54,0.256,113.705,4,0.537,0
10,Fetch The Bolt Cutters,Fiona Apple,5,5hnOzmFuGltDDAm008jFDh,Relay,spotify:track:5hnOzmFuGltDDAm008jFDh,2020-04-17,0.231,0.502,289229,0.574,1,0.0,11,0.212,-8.456,0,53,0.385,92.101,4,0.474,0
11,Fetch The Bolt Cutters,Fiona Apple,12,4baGw8dAfqNl7RrmlMtzb5,Drumset,spotify:track:4baGw8dAfqNl7RrmlMtzb5,2020-04-17,0.61,0.75,160324,0.661,0,0.0,8,0.117,-7.991,1,50,0.286,113.165,4,0.822,0
12,Fetch The Bolt Cutters,Fiona Apple,7,1YsWyCYqpA8uZaR9SfYAnY,Newspaper,spotify:track:1YsWyCYqpA8uZaR9SfYAnY,2020-04-17,0.396,0.502,332404,0.724,0,0.0,11,0.111,-7.158,0,51,0.246,137.65,4,0.576,0
13,SAWAYAMA,Rina Sawayama,7,28MOE4pVk5uN3wBDGBacET,Love Me 4 Me,spotify:track:28MOE4pVk5uN3wBDGBacET,2020-04-17,0.0636,0.518,192101,0.842,0,0.0,0,0.0651,-4.176,1,54,0.0429,106.946,4,0.441,0
14,SAWAYAMA,Rina Sawayama,9,7C6mtUB0xBJ1ykUDIahnZh,Fuck This World (Interlude),spotify:track:7C6mtUB0xBJ1ykUDIahnZh,2020-04-17,0.223,0.574,165723,0.838,1,0.0,0,0.263,-4.739,0,54,0.111,96.974,4,0.482,0
15,SAWAYAMA,Rina Sawayama,1,154gL4Xb5AsreMkcDlVFYS,Dynasty,spotify:track:154gL4Xb5AsreMkcDlVFYS,2020-04-17,0.1,0.249,188399,0.891,0,0.0,7,0.125,-1.078,1,58,0.0591,84.097,4,0.198,0
16,SAWAYAMA,Rina Sawayama,8,1ApN1loxlt0rzRFc8iETw7,Bad Friend,spotify:track:1ApN1loxlt0rzRFc8iETw7,2020-04-17,0.215,0.598,208128,0.72,1,2.95e-06,3,0.327,-4.426,1,61,0.0416,95.025,4,0.462,0
17,SAWAYAMA,Rina Sawayama,13,6c3qhnJnDalbbgC7CAijbn,Snakeskin,spotify:track:6c3qhnJnDalbbgC7CAijbn,2020-04-17,0.0911,0.403,192637,0.71,0,4.02e-06,8,0.0772,-4.53,1,53,0.0874,139.745,4,0.122,0
18,SAWAYAMA,Rina Sawayama,3,0HKr9aqzHBsVNnsUCdH4bw,STFU!,spotify:track:0HKr9aqzHBsVNnsUCdH4bw,2020-04-17,6.07e-05,0.502,203994,0.93,1,0.00106,2,0.0635,-1.88,1,59,0.0472,97.98,4,0.492,0
19,SAWAYAMA,Rina Sawayama,12,6GHoddehRDGxilfWRzksix,Chosen Family,spotify:track:6GHoddehRDGxilfWRzksix,2020-04-17,0.377,0.521,248952,0.599,0,0.0,4,0.143,-5.351,1,53,0.0429,72.991,4,0.364,0
20,SAWAYAMA,Rina Sawayama,4,43bYs8QkPdCdy5esfnmU1T,Comme Des Garçons (Like The Boys),spotify:track:43bYs8QkPdCdy5esfnmU1T,2020-04-17,0.0246,0.724,181506,0.714,1,0.00308,0,0.441,-3.776,1,66,0.116,119.162,4,0.65,0
21,SAWAYAMA,Rina Sawayama,10,2Mfu7R0ZXJ5cNCm85zkKWZ,Who's Gonna Save U Now?,spotify:track:2Mfu7R0ZXJ5cNCm85zkKWZ,2020-04-17,0.0141,0.452,201674,0.969,0,1.43e-05,7,0.423,-1.442,0,55,0.107,113.892,4,0.32,0
22,SAWAYAMA,Rina Sawayama,11,6pbBCVX3nWsPY6f7p2lGxu,Tokyo Love Hotel,spotify:track:6pbBCVX3nWsPY6f7p2lGxu,2020-04-17,0.0165,0.499,267369,0.952,0,0.000194,1,0.339,-2.388,0,56,0.256,101.973,4,0.391,0
23,SAWAYAMA,Rina Sawayama,6,0e1yfIkdDkvhSo2dFYCZIL,Paradisin',spotify:track:0e1yfIkdDkvhSo2dFYCZIL,2020-04-17,0.0154,0.591,186017,0.75,1,0.0,0,0.19,-2.816,1,54,0.0529,87.515,4,0.617,0
24,SAWAYAMA,Rina Sawayama,5,32umfTzGdXsWOTNaRGR5hd,Akasaka Sad,spotify:track:32umfTzGdXsWOTNaRGR5hd,2020-04-17,0.14,0.666,182194,0.912,0,7e-05,0,0.374,-4.097,1,57,0.146,144.963,4,0.477,0
25,SAWAYAMA,Rina Sawayama,2,1TWNKyNQOBfNUkWWs7FooF,XS,spotify:track:1TWNKyNQOBfNUkWWs7FooF,2020-04-17,0.0854,0.636,201060,0.929,0,1.15e-06,2,0.0822,-3.256,0,68,0.151,117.012,4,0.591,0
26,RTJ4,Run The Jewels,3,2uxudaBcJamtfgvUjSDdkZ,out of sight (feat. 2 Chainz),spotify:track:2uxudaBcJamtfgvUjSDdkZ,2020-06-03,0.0183,0.584,201133,0.722,1,1.41e-05,9,0.143,-7.733,1,62,0.28,87.551,4,0.685,0
27,RTJ4,Run The Jewels,9,30gsURaHDTPnDJDINiTCsK,the ground below,spotify:track:30gsURaHDTPnDJDINiTCsK,2020-06-03,0.00117,0.692,152213,0.785,1,0.0,7,0.0804,-6.659,1,54,0.224,89.952,4,0.403,0
28,RTJ4,Run The Jewels,5,3tDIjnh6wdwMWDHRHF97XC,goonies vs. E.T.,spotify:track:3tDIjnh6wdwMWDHRHF97XC,2020-06-03,0.0169,0.773,183173,0.61,1,9.27e-06,2,0.118,-8.004,1,56,0.123,116.052,4,0.191,0
29,RTJ4,Run The Jewels,6,2pVvB487ZwqdzTxEvEEors,walking in the snow,spotify:track:2pVvB487ZwqdzTxEvEEors,2020-06-03,0.0602,0.726,235866,0.818,1,0.0,0,0.276,-6.473,1,58,0.311,146.006,4,0.305,0
30,RTJ4,Run The Jewels,8,3vrOmd6lTTKXGjaYeq8kni,never look back,spotify:track:3vrOmd6lTTKXGjaYeq8kni,2020-06-03,0.134,0.848,177186,0.721,1,0.000119,1,0.11,-8.791,1,55,0.262,114.017,4,0.46,0
31,RTJ4,Run The Jewels,11,1hxVQkhDJN2UnkgeqX68D3,a few words for the firing squad (radiation),spotify:track:1hxVQkhDJN2UnkgeqX68D3,2020-06-03,0.0591,0.571,402200,0.605,1,0.000121,7,0.115,-7.336,1,54,0.041,98.562,3,0.0859,0
32,RTJ4,Run The Jewels,2,5taqLrLouA4vCjM7ZQpEtW,ooh la la (feat. Greg Nice & DJ Premier),spotify:track:5taqLrLouA4vCjM7ZQpEtW,2020-06-03,0.157,0.686,183826,0.824,1,0.0,11,0.242,-5.413,1,64,0.34,170.079,4,0.405,0
33,RTJ4,Run The Jewels,10,1uE4PBDSPZ0cT4do1bmT7A,pulling the pin (feat. Mavis Staples & Josh Homme),spotify:track:1uE4PBDSPZ0cT4do1bmT7A,2020-06-03,0.291,0.468,217240,0.763,1,1.22e-06,9,0.204,-6.826,0,54,0.268,101.096,3,0.223,0
34,RTJ4,Run The Jewels,4,6tfrMstZ8tw7nZJ6HP0PyW,holy calamafuck,spotify:track:6tfrMstZ8tw7nZJ6HP0PyW,2020-06-03,0.0557,0.603,238413,0.764,1,0.0,7,0.621,-7.407,1,58,0.287,119.942,4,0.382,0
35,RTJ4,Run The Jewels,1,1EjzcBTVLV7ATtdsQwyV31,yankee and the brave (ep. 4),spotify:track:1EjzcBTVLV7ATtdsQwyV31,2020-06-03,0.172,0.595,146573,0.878,1,0.0,10,0.303,-5.63,0,60,0.423,82.007,4,0.746,0
36,RTJ4,Run The Jewels,7,10vS4ZLi4XWlIsNXSQXgqh,JU$T (feat. Pharrell Williams & Zack de la Rocha),spotify:track:10vS4ZLi4XWlIsNXSQXgqh,2020-06-03,0.024,0.68,205160,0.501,1,8.58e-05,6,0.162,-7.31,0,63,0.486,132.416,4,0.392,0
37,The New Abnormal,The Strokes,4,55N8cxpE1QDoeaaNqUnoZ2,Bad Decisions,spotify:track:55N8cxpE1QDoeaaNqUnoZ2,2020-04-10,0.0136,0.377,293360,0.922,0,0.204,0,0.28,-3.4,1,67,0.056,153.404,4,0.394,0
38,The New Abnormal,The Strokes,6,7lu6YLrlB1MU7HW8DJSuPa,At The Door,spotify:track:7lu6YLrlB1MU7HW8DJSuPa,2020-04-10,0.858,0.439,310373,0.323,0,0.00921,10,0.146,-6.764,1,63,0.0323,116.743,4,0.358,0
45,The New Abnormal,The Strokes,9,1BLOVHYYlH4JUHQGcpt75R,Ode To The Mets,spotify:track:1BLOVHYYlH4JUHQGcpt75R,2020-04-10,0.346,0.428,351786,0.617,0,0.179,1,0.101,-5.424,0,67,0.0283,92.003,4,0.216,0
48,The New Abnormal,The Strokes,2,2t0wwvR15fc3K1ey8OiOaN,Selfless,spotify:track:2t0wwvR15fc3K1ey8OiOaN,2020-04-10,0.191,0.537,222093,0.68,0,0.00175,4,0.0889,-4.297,1,69,0.0333,121.989,4,0.0889,0
49,The New Abnormal,The Strokes,5,6IRzBP4gVoV4D2zHmocoWy,Eternal Summer,spotify:track:6IRzBP4gVoV4D2zHmocoWy,2020-04-10,0.0142,0.62,375320,0.78,0,0.011,7,0.0833,-4.466,0,66,0.0364,93.954,4,0.328,0
50,The New Abnormal,The Strokes,7,1aOxOpH4AkGAd8OMrKjyNY,Why Are Sundays So Depressing,spotify:track:1aOxOpH4AkGAd8OMrKjyNY,2020-04-10,0.00258,0.579,275666,0.714,0,0.0269,0,0.111,-4.455,1,66,0.0347,109.974,4,0.3,0
51,The New Abnormal,The Strokes,3,2mDYYGaGd9uXKkK2YhDA3i,Brooklyn Bridge To Chorus,spotify:track:2mDYYGaGd9uXKkK2YhDA3i,2020-04-10,0.00602,0.628,235946,0.571,0,8.89e-05,0,0.0833,-3.897,1,66,0.0631,119.894,4,0.465,0
52,The New Abnormal,The Strokes,8,5ncofiedz9Ej6YkvvXMKVn,Not The Same Anymore,spotify:track:5ncofiedz9Ej6YkvvXMKVn,2020-04-10,0.39,0.349,337333,0.613,0,0.0128,9,0.103,-5.9,1,63,0.0309,177.333,4,0.28,0
53,The New Abnormal,The Strokes,1,5ruzrDWcT0vuJIOMW7gMnW,The Adults Are Talking,spotify:track:5ruzrDWcT0vuJIOMW7gMnW,2020-04-10,0.0116,0.593,309053,0.749,0,0.108,5,0.314,-5.671,1,73,0.0475,164.961,4,0.65,0
55,Punisher,Phoebe Bridgers,7,6sALLrBPX30ptG1HWH6vmW,Moon Song,spotify:track:6sALLrBPX30ptG1HWH6vmW,2020-06-18,0.871,0.38,277676,0.24,0,0.00287,1,0.107,-12.544,1,64,0.0514,103.818,4,0.172,0
59,Punisher,Phoebe Bridgers,8,4BNew3AqFCvABdFsYMRiyB,Savior Complex,spotify:track:4BNew3AqFCvABdFsYMRiyB,2020-06-18,0.931,0.369,241640,0.441,0,0.0199,4,0.105,-11.879,1,66,0.0327,128.968,3,0.218,0
60,Punisher,Phoebe Bridgers,11,3cr3oAP4bQFNjZBV7ElKaB,I Know The End,spotify:track:3cr3oAP4bQFNjZBV7ElKaB,2020-06-18,0.324,0.328,344692,0.32,0,0.019,1,0.234,-10.282,1,68,0.035,111.453,4,0.259,0
61,Punisher,Phoebe Bridgers,4,7yR6GEJsPI6kmNRvFkPuN3,Punisher,spotify:track:7yR6GEJsPI6kmNRvFkPuN3,2020-06-18,0.986,0.428,189622,0.226,0,0.000402,1,0.108,-12.82,1,65,0.0409,129.163,3,0.212,0
67,Punisher,Phoebe Bridgers,1,6Tz8qANEIf4aCGEEjcxgKg,DVD Menu,spotify:track:6Tz8qANEIf4aCGEEjcxgKg,2020-06-18,0.913,0.213,69931,0.0864,0,0.864,0,0.202,-25.285,1,61,0.0397,68.319,4,0.111,0
68,Punisher,Phoebe Bridgers,9,38KCyQcBswyAd7xSQnDIU4,ICU,spotify:track:38KCyQcBswyAd7xSQnDIU4,2020-06-18,0.416,0.507,190093,0.658,0,0.00553,2,0.103,-8.074,1,62,0.0321,133.959,4,0.429,0
69,Punisher,Phoebe Bridgers,5,7FQ2JgfdkBcBb3BEbu8Axf,Halloween,spotify:track:7FQ2JgfdkBcBb3BEbu8Axf,2020-06-18,0.937,0.483,271266,0.156,0,0.106,1,0.1,-18.739,1,63,0.0378,122.462,4,0.373,0
73,Punisher,Phoebe Bridgers,2,5uQRmdIqyMmKPWJcot4UmV,Garden Song,spotify:track:5uQRmdIqyMmKPWJcot4UmV,2020-06-18,0.864,0.528,219681,0.273,0,0.00617,0,0.111,-16.623,1,69,0.132,98.311,4,0.158,0
74,Punisher,Phoebe Bridgers,10,44spdItKKM7rOtKswbBG0U,Graceland Too,spotify:track:44spdItKKM7rOtKswbBG0U,2020-06-18,0.872,0.44,236350,0.34,0,0.0,10,0.116,-10.37,1,64,0.0293,150.128,4,0.361,0
75,Punisher,Phoebe Bridgers,6,60zlkOrTCHjpRTd1g6PI5y,Chinese Satellite,spotify:track:60zlkOrTCHjpRTd1g6PI5y,2020-06-18,0.754,0.302,217070,0.444,0,0.0244,10,0.152,-9.948,1,63,0.0453,120.026,4,0.379,0
76,Punisher,Phoebe Bridgers,3,49UDOG8DoBajXTJSTqfRMg,Kyoto,spotify:track:49UDOG8DoBajXTJSTqfRMg,2020-06-18,0.0488,0.599,184524,0.742,0,0.32,11,0.0916,-6.886,1,71,0.0419,131.014,4,0.493,0
77,Miss Anthropocene (Deluxe Edition),Grimes,14,437CZPz3PTVkbMONkEcgDX,My Name is Dark - Algorithm Mix,spotify:track:437CZPz3PTVkbMONkEcgDX,2020-02-21,0.00674,0.518,243872,0.828,0,0.326,6,0.198,-5.474,1,39,0.0434,124.005,4,0.486,0
78,Miss Anthropocene (Deluxe Edition),Grimes,1,1BFzO8coSKQHqAqOqcWNkE,So Heavy I Fell Through the Earth - Art Mix,spotify:track:1BFzO8coSKQHqAqOqcWNkE,2020-02-21,0.0185,0.334,368277,0.554,1,0.359,7,0.344,-9.366,1,48,0.0374,179.997,4,0.191,0
79,Miss Anthropocene (Deluxe Edition),Grimes,10,4mlkj14AjRMGnyYlcEbZlB,IDORU,spotify:track:4mlkj14AjRMGnyYlcEbZlB,2020-02-21,0.149,0.42,432242,0.892,0,8.01e-05,6,0.0855,-5.823,1,45,0.057,139.976,4,0.472,0
80,Miss Anthropocene (Deluxe Edition),Grimes,4,3KeOFns3LGJuh1lapMm9eA,Violence - Original Mix,spotify:track:3KeOFns3LGJuh1lapMm9eA,2020-02-21,0.00143,0.533,220616,0.9,0,0.101,5,0.129,-4.973,0,56,0.0495,99.983,4,0.0795,0
81,Miss Anthropocene (Deluxe Edition),Grimes,6,5uuvIMTIugN8emk13m7Xep,New Gods,spotify:track:5uuvIMTIugN8emk13m7Xep,2020-02-21,0.244,0.257,195821,0.359,0,0.000458,10,0.103,-9.452,0,45,0.0365,139.51,4,0.115,0
82,Miss Anthropocene (Deluxe Edition),Grimes,11,46cWr45cjDcXEQpkYp9jFT,We Appreciate Power,spotify:track:46cWr45cjDcXEQpkYp9jFT,2020-02-21,0.0105,0.54,335289,0.926,0,3.81e-05,2,0.381,-2.977,0,51,0.0526,108.02,4,0.445,0
83,Miss Anthropocene (Deluxe Edition),Grimes,15,3CFGhT3iQpSzCA9TicZo4v,IDORU - Algorithm Mix,spotify:track:3CFGhT3iQpSzCA9TicZo4v,2020-02-21,0.0903,0.422,286670,0.889,0,1.96e-05,6,0.0837,-5.867,1,36,0.0546,139.964,4,0.474,0
84,Miss Anthropocene (Deluxe Edition),Grimes,5,4keclC0eBhQm8lFtYmX01K,4ÆM,spotify:track:4keclC0eBhQm8lFtYmX01K,2020-02-21,0.00971,0.482,270982,0.905,0,0.29,7,0.288,-4.371,0,54,0.0418,93.017,4,0.116,0
85,Miss Anthropocene (Deluxe Edition),Grimes,13,57HNTVH3qpDVOGEzFB1dda,Violence - Club Mix,spotify:track:57HNTVH3qpDVOGEzFB1dda,2020-02-21,0.000628,0.448,252115,0.807,0,0.541,8,0.116,-4.207,1,45,0.0663,199.929,4,0.113,0
86,Miss Anthropocene (Deluxe Edition),Grimes,2,0TlBuH1azntROo6SCNe3Kb,Darkseid,spotify:track:0TlBuH1azntROo6SCNe3Kb,2020-02-21,0.00974,0.448,224109,0.713,0,0.000832,7,0.113,-7.34,1,46,0.0743,179.931,4,0.331,0
87,Miss Anthropocene (Deluxe Edition),Grimes,7,43DBhwmvfhWTQwBRmJsafC,My Name is Dark - Art Mix,spotify:track:43DBhwmvfhWTQwBRmJsafC,2020-02-21,0.00289,0.517,356077,0.842,1,0.416,6,0.0997,-5.844,1,49,0.042,124.015,4,0.464,0
88,Miss Anthropocene (Deluxe Edition),Grimes,8,0Sqh9dVJMFJRwz4K0jeoOR,You'll miss me when I'm not around,spotify:track:0Sqh9dVJMFJRwz4K0jeoOR,2020-02-21,0.344,0.606,161691,0.857,0,0.000933,8,0.15,-2.916,0,51,0.0302,98.054,4,0.825,0
89,Miss Anthropocene (Deluxe Edition),Grimes,9,16aE1mxE48CBl3KAbRYrlM,Before the fever,spotify:track:16aE1mxE48CBl3KAbRYrlM,2020-02-21,0.102,0.318,217466,0.458,0,0.865,2,0.106,-9.975,0,42,0.0351,128.999,3,0.151,0
90,Miss Anthropocene (Deluxe Edition),Grimes,3,71J2rawCGulCAyTMtNY3Ej,Delete Forever,spotify:track:71J2rawCGulCAyTMtNY3Ej,2020-02-21,0.0135,0.56,237480,0.736,1,0.0991,8,0.174,-7.64,1,55,0.0339,94.987,4,0.389,0
91,Miss Anthropocene (Deluxe Edition),Grimes,12,3GLfO0jQ8NAs69nh7DdsSg,So Heavy I Fell Through the Earth - Algorithm Mix,spotify:track:3GLfO0jQ8NAs69nh7DdsSg,2020-02-21,0.00946,0.468,232961,0.671,0,0.0352,7,0.0688,-7.94,1,42,0.0288,90.018,4,0.343,0
92,3.15.20,Childish Gambino,9,2VMzIZtoTgnKydwx6cRPq7,39.28,spotify:track:2VMzIZtoTgnKydwx6cRPq7,2020-03-22,0.808,0.44,179360,0.106,0,0.0,2,0.285,-13.786,0,47,0.271,93.921,4,0.175,0
93,3.15.20,Childish Gambino,4,011ZwIM48eD8ee2UBpG8nK,"12.38 (feat. 21 Savage, Ink & Kadhja Bonet)",spotify:track:011ZwIM48eD8ee2UBpG8nK,2020-03-22,0.197,0.691,392186,0.524,1,4.29e-05,5,0.488,-9.718,1,64,0.16,164.047,4,0.41,0
94,3.15.20,Childish Gambino,7,5UxxCtrLtSqOVRBQQn4ZJ3,32.22,spotify:track:5UxxCtrLtSqOVRBQQn4ZJ3,2020-03-22,0.605,0.708,192733,0.636,0,0.42,11,0.115,-10.655,1,48,0.299,108.035,3,0.487,0
95,3.15.20,Childish Gambino,3,2Aq78kKI9yuloJQkcbhQbU,Time (feat. Ariana Grande),spotify:track:2Aq78kKI9yuloJQkcbhQbU,2020-03-22,0.0117,0.621,367293,0.538,0,0.0189,10,0.583,-9.307,1,57,0.0401,85.977,4,0.311,0
96,3.15.20,Childish Gambino,5,5X4R93Qcw54yp9Utwy7Mlr,19.10,spotify:track:5X4R93Qcw54yp9Utwy7Mlr,2020-03-22,0.012,0.715,308546,0.597,0,0.00273,0,0.0925,-8.939,1,58,0.0749,114.98,4,0.186,0
97,3.15.20,Childish Gambino,6,3IB89bAf5k60jLUFoWAmn1,24.19,spotify:track:3IB89bAf5k60jLUFoWAmn1,2020-03-22,0.0946,0.538,479186,0.463,0,0.000304,0,0.114,-13.573,1,53,0.038,149.927,4,0.207,0
98,3.15.20,Childish Gambino,8,4vS4FB3HXgOSmICeqEY0Gh,35.31,spotify:track:4vS4FB3HXgOSmICeqEY0Gh,2020-03-22,0.286,0.798,236506,0.559,1,0.0,5,0.349,-10.868,1,55,0.0592,102.018,4,0.604,0
99,3.15.20,Childish Gambino,11,7l8qR2ndOxgE9hbfQf6gxA,47.48,spotify:track:7l8qR2ndOxgE9hbfQf6gxA,2020-03-22,0.378,0.681,360933,0.597,0,0.582,4,0.125,-12.623,0,54,0.0637,148.018,4,0.486,0
100,3.15.20,Childish Gambino,1,4Ksj9mKfsYC5b8v8Ey3c8I,0.00,spotify:track:4Ksj9mKfsYC5b8v8Ey3c8I,2020-03-22,0.672,0.174,179386,0.0466,0,0.196,3,0.42,-18.458,1,48,0.0495,116.713,4,0.0337,0
101,3.15.20,Childish Gambino,2,07FOCFJhMmCVQDyWX1d3gR,Algorhythm,spotify:track:07FOCFJhMmCVQDyWX1d3gR,2020-03-22,0.036,0.715,212106,0.649,0,0.0199,2,0.0795,-11.294,1,56,0.109,100.077,4,0.478,0
102,3.15.20,Childish Gambino,12,2alJKJoqOOEPVU1Do3eIjJ,53.49,spotify:track:2alJKJoqOOEPVU1Do3eIjJ,2020-03-22,0.0287,0.518,235280,0.952,0,0.0,6,0.381,-5.274,0,54,0.198,171.905,4,0.622,0
103,3.15.20,Childish Gambino,10,5CTzapBNGovLrqPas4cy7J,42.26,spotify:track:5CTzapBNGovLrqPas4cy7J,2020-03-22,0.456,0.576,321386,0.486,0,0.134,7,0.0676,-9.727,1,52,0.154,165.816,4,0.178,0
104,Heaven To A Tortured Mind,Yves Tumor,11,2Pm196WWKXzru1ZU7wI7cL,Asteroid Blues,spotify:track:2Pm196WWKXzru1ZU7wI7cL,2020-04-03,0.00106,0.758,122640,0.571,0,0.925,5,0.601,-11.339,1,42,0.0481,124.025,4,0.13,0
105,Heaven To A Tortured Mind,Yves Tumor,9,3AK7UoYFpfzUduzUhqsADq,Folie Imposée,spotify:track:3AK7UoYFpfzUduzUhqsADq,2020-04-03,0.00506,0.601,185533,0.494,0,0.547,10,0.105,-8.958,1,42,0.0335,118.012,4,0.123,0
106,Heaven To A Tortured Mind,Yves Tumor,7,1oE8RTvgqMEQWXo28rqu7s,Dream Palette,spotify:track:1oE8RTvgqMEQWXo28rqu7s,2020-04-03,0.000223,0.55,175031,0.917,0,5.79e-05,8,0.288,-5.067,1,46,0.057,100.009,4,0.603,0
107,Heaven To A Tortured Mind,Yves Tumor,5,0mq9yqCMnbP7OBio0mnVuq,Hasdallen Lights,spotify:track:0mq9yqCMnbP7OBio0mnVuq,2020-04-03,0.112,0.574,127893,0.77,0,0.301,0,0.172,-8.695,1,45,0.0541,82.548,4,0.692,0
108,Heaven To A Tortured Mind,Yves Tumor,10,6DJdXo8oT7kTA9mYpvpJRk,Strawberry Privilege,spotify:track:6DJdXo8oT7kTA9mYpvpJRk,2020-04-03,0.5,0.751,232760,0.528,0,0.799,5,0.125,-10.874,0,49,0.0495,117.969,4,0.342,0
109,Heaven To A Tortured Mind,Yves Tumor,1,46LX0sSwIU4GFLcj23ZfMA,Gospel For A New Century,spotify:track:46LX0sSwIU4GFLcj23ZfMA,2020-04-03,0.00181,0.565,198626,0.726,0,3.06e-06,0,0.103,-6.715,1,61,0.0548,178.078,4,0.715,0
110,Heaven To A Tortured Mind,Yves Tumor,4,1Kjw0LwdniCWran4PxJqPQ,Kerosene!,spotify:track:1Kjw0LwdniCWran4PxJqPQ,2020-04-03,0.00183,0.506,305506,0.746,0,0.0,7,0.109,-7.385,0,59,0.0307,130.996,4,0.299,0
111,Heaven To A Tortured Mind,Yves Tumor,6,5YixskhSGNwmqjUrG0DTEY,Romanticist,spotify:track:5YixskhSGNwmqjUrG0DTEY,2020-04-03,0.0211,0.584,106102,0.703,0,1.64e-06,7,0.535,-7.236,0,50,0.0837,94.01,4,0.65,0
112,Heaven To A Tortured Mind,Yves Tumor,12,3u3kKwR4TgxtPxJFvVWn7F,A Greater Love,spotify:track:3u3kKwR4TgxtPxJFvVWn7F,2020-04-03,0.0214,0.617,184746,0.598,0,0.0452,7,0.151,-9.204,0,42,0.0449,125.055,4,0.371,0
113,Heaven To A Tortured Mind,Yves Tumor,2,5PCJLNplgCHgGWE1Ll7qEe,Medicine Burn,spotify:track:5PCJLNplgCHgGWE1Ll7qEe,2020-04-03,0.000545,0.428,244906,0.862,0,2.31e-05,1,0.254,-6.511,1,46,0.0715,156.077,4,0.551,0
114,Heaven To A Tortured Mind,Yves Tumor,8,4chSRXrdadYm2ujaCyP3Cf,Super Stars,spotify:track:4chSRXrdadYm2ujaCyP3Cf,2020-04-03,0.00368,0.531,185560,0.619,0,1.87e-05,1,0.0912,-7.285,1,48,0.074,149.007,4,0.566,0
115,Heaven To A Tortured Mind,Yves Tumor,3,3qDnEaYjm0QsYASCB7114n,Identity Trade,spotify:track:3qDnEaYjm0QsYASCB7114n,2020-04-03,0.000673,0.646,119866,0.757,0,3.44e-05,1,0.169,-7.455,1,44,0.0286,103.986,4,0.869,0
116,Set My Heart On Fire Immediately,Perfume Genius,7,6rnrk0DfqoGZ8yUKiYxV1j,Your Body Changes Everything,spotify:track:6rnrk0DfqoGZ8yUKiYxV1j,2020-05-15,0.334,0.707,253560,0.751,0,0.11,1,0.13,-6.262,1,39,0.0305,107.25,3,0.655,0
