,album,artist,trackNumber,id,name,uri,release_date,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence,isHit
0,Chingy (It’s Whatever),Digga D,1.0,6afrGc4NBIQEObX1S8DCPy,Chingy (It’s Whatever),spotify:track:6afrGc4NBIQEObX1S8DCPy,2020-10-15,0.324,0.73,147301.0,0.622,1.0,0.0,8.0,0.384,-8.188,0.0,73.0,0.338,141.983,4.0,0.705,1.0
1,Lonely (with benny blanco),Justin Bieber,1.0,4y4spB9m0Q6026KfkAvy9Q,Lonely (with benny blanco),spotify:track:4y4spB9m0Q6026KfkAvy9Q,2020-10-16,0.864,0.631,149297.0,0.239,1.0,0.0,11.0,0.116,-7.071,0.0,95.0,0.0398,79.859,4.0,0.0927,1.0
2,Hold,Chunkz,1.0,7vNuWM68PF5O5rBWtWXvnl,Hold,spotify:track:7vNuWM68PF5O5rBWtWXvnl,2020-10-16,0.157,0.766,188657.0,0.646,0.0,9.33e-06,1.0,0.0935,-8.37,0.0,67.0,0.0441,98.019,4.0,0.56,1.0
3,Confetti,Little Mix,5.0,4efdhHdTAS3sYJnI0mjHDc,Happiness,spotify:track:4efdhHdTAS3sYJnI0mjHDc,2020-11-06,0.0484,0.642,197640.0,0.77,0.0,2.7e-06,11.0,0.0934,-6.289,0.0,71.0,0.0377,125.932,4.0,0.491,1.0
4,Love Scars: The 5 Stages Of Emotions (Deluxe),Yung Bleu,1.0,3wJ1OyP3Fugmi8t41e1zQ6,You're Mines Still,spotify:track:3wJ1OyP3Fugmi8t41e1zQ6,2020-10-16,0.308,0.613,226220.0,0.615,1.0,0.0,5.0,0.107,-4.859,0.0,60.0,0.107,86.782,4.0,0.342,1.0
5,Empires On Fire,BANNERS,1.0,14BH4qO7pgCmIe6mgLKOK3,Someone To You,spotify:track:14BH4qO7pgCmIe6mgLKOK3,2017-11-03,0.00568,0.468,219800.0,0.936,0.0,0.0,2.0,0.24,-3.683,1.0,80.0,0.0455,75.05,4.0,0.663,1.0
6,The Blue Print – Us Vs. Them,D-Block Europe,9.0,3WocNIkwRc3GfN4Gqy2wMN,Perkosex,spotify:track:3WocNIkwRc3GfN4Gqy2wMN,2020-10-09,0.29,0.621,148181.0,0.439,1.0,0.0,4.0,0.0949,-11.693,0.0,60.0,0.201,129.826,4.0,0.101,1.0
7,One More Time (feat. AJ Tracey),Not3s,1.0,5BPENl0nmNPHBVuctB78Ho,One More Time (feat. AJ Tracey),spotify:track:5BPENl0nmNPHBVuctB78Ho,2020-10-15,0.0808,0.599,164733.0,0.757,1.0,0.0,11.0,0.109,-4.703,0.0,63.0,0.289,141.594,4.0,0.764,1.0
8,PMW,M Huncho,1.0,17OTO2RMaTZr6exF7ejaUH,PMW,spotify:track:17OTO2RMaTZr6exF7ejaUH,2020-10-15,0.344,0.683,211076.0,0.591,1.0,0.0,11.0,0.0887,-8.436,0.0,57.0,0.431,144.974,4.0,0.593,1.0
9,Back from the Edge,James Arthur,6.0,55Am8neGJkdj2ADaM3aw5H,Train Wreck,spotify:track:55Am8neGJkdj2ADaM3aw5H,2016-10-28,0.701,0.311,208826.0,0.485,0.0,0.0,6.0,0.0726,-5.726,0.0,89.0,0.0365,77.355,4.0,0.225,1.0
10,Curvy,The Plug,1.0,6CZ14pbeYftqXBNHrwXWzb,Curvy,spotify:track:6CZ14pbeYftqXBNHrwXWzb,2020-10-16,0.00168,0.903,201233.0,0.536,1.0,0.0,6.0,0.114,-8.688,1.0,65.0,0.249,135.019,4.0,0.893,1.0
11,Let Me Love You Like A Woman,Lana Del Rey,1.0,4HvE2E9rXJDcQhE4YfeNuG,Let Me Love You Like A Woman,spotify:track:4HvE2E9rXJDcQhE4YfeNuG,2020-10-16,0.969,0.403,200661.0,0.245,0.0,4.74e-05,0.0,0.119,-11.862,1.0,74.0,0.0569,128.333,4.0,0.148,1.0
12,I Don’t Wanna Know,Punctual,1.0,3gF8IZu75GhdYD4w7AFZi0,I Don't Wanna Know,spotify:track:3gF8IZu75GhdYD4w7AFZi0,2020-07-31,0.00128,0.678,165093.0,0.827,0.0,0.0527,8.0,0.34,-6.336,0.0,68.0,0.0529,119.988,4.0,0.753,1.0
13,EDNA,Headie One,8.0,63Sb1AMnhb37DR59uXZdQd,Princess Cuts (feat. Young T & Bugsey),spotify:track:63Sb1AMnhb37DR59uXZdQd,2020-10-09,0.196,0.576,185080.0,0.597,1.0,0.0,1.0,0.049,-6.659,0.0,74.0,0.318,101.174,4.0,0.885,1.0
14,EDNA,Headie One,16.0,0ZyAAuNPp8750uzkTMbt1u,Parlez-Vous Anglais (feat. Aitch),spotify:track:0ZyAAuNPp8750uzkTMbt1u,2020-10-09,0.32,0.875,200293.0,0.616,1.0,0.0,9.0,0.0736,-8.206,1.0,65.0,0.324,143.864,4.0,0.839,1.0
15,Cool With Me (feat. M1llionz),dutchavelli,1.0,0w0BkzzY2JgYohvF9PYnCq,Cool With Me (feat. M1llionz),spotify:track:0w0BkzzY2JgYohvF9PYnCq,2020-10-09,0.158,0.615,170138.0,0.764,1.0,0.0,0.0,0.172,-5.504,1.0,67.0,0.401,142.403,4.0,0.784,1.0
16,The Blue Print – Us Vs. Them,D-Block Europe,1.0,4E6I6FVe0ZMcwf8UUSNWMe,Destiny,spotify:track:4E6I6FVe0ZMcwf8UUSNWMe,2020-10-09,0.427,0.857,206829.0,0.501,1.0,0.0,8.0,0.0777,-8.633,0.0,62.0,0.323,123.012,4.0,0.499,1.0
17,Flowers,Chip,1.0,0SXxFX9wHTTVruKSHgeSBm,Flowers,spotify:track:0SXxFX9wHTTVruKSHgeSBm,2020-10-08,0.239,0.503,225616.0,0.796,1.0,0.0,5.0,0.126,-3.601,0.0,58.0,0.486,65.466,3.0,0.724,1.0
18,Not a Pop Song,Little Mix,1.0,0g4xPTe9fP1gPiXPMQKj7Z,Not a Pop Song,spotify:track:0g4xPTe9fP1gPiXPMQKj7Z,2020-10-09,0.279,0.624,179413.0,0.651,0.0,0.0,0.0,0.0782,-4.715,1.0,72.0,0.0372,139.115,4.0,0.355,1.0
19,i miss u (with Au/Ra),Jax Jones,1.0,7CH8J4ulT49UfZwSDSkSZA,i miss u (with Au/Ra),spotify:track:7CH8J4ulT49UfZwSDSkSZA,2020-10-09,0.0387,0.668,172143.0,0.726,0.0,0.0,9.0,0.134,-7.512,1.0,80.0,0.0468,124.075,4.0,0.453,1.0
20,The Blue Print – Us Vs. Them,D-Block Europe,11.0,5uHcHIm1f6fYKhkL2qBxGR,Proud,spotify:track:5uHcHIm1f6fYKhkL2qBxGR,2020-10-09,0.251,0.58,218666.0,0.615,1.0,0.0,4.0,0.191,-7.584,0.0,62.0,0.103,89.898,4.0,0.0392,1.0
21,BLM (feat. Abra Cadabra),OFB,1.0,1OrQyeJFwnthJwEgNBSXg0,BLM (feat. Abra Cadabra),spotify:track:1OrQyeJFwnthJwEgNBSXg0,2020-10-08,0.499,0.804,232288.0,0.436,1.0,6.79e-05,11.0,0.26,-10.526,0.0,62.0,0.152,141.9,4.0,0.795,1.0
22,Immunity,Clairo,7.0,7B3z0ySL9Rr0XvZEAjWZzM,Sofia,spotify:track:7B3z0ySL9Rr0XvZEAjWZzM,2019-08-02,0.598,0.744,188386.0,0.619,0.0,0.00372,0.0,0.231,-9.805,1.0,90.0,0.039,112.997,4.0,0.641,1.0
23,"Baby, I'm Jealous (feat. Doja Cat)",Bebe Rexha,1.0,2fTdRdN73RgIgcUZN33dvt,"Baby, I'm Jealous (feat. Doja Cat)",spotify:track:2fTdRdN73RgIgcUZN33dvt,2020-10-09,0.0398,0.737,175873.0,0.867,0.0,0.0,11.0,0.32,-2.259,0.0,81.0,0.0458,98.05,4.0,0.506,1.0
24,Don't Start Now,Dua Lipa,1.0,6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,2019-10-31,0.0125,0.794,183290.0,0.793,0.0,0.0,11.0,0.0952,-4.521,0.0,86.0,0.0842,123.941,4.0,0.677,1.0
25,weird!,YUNGBLUD,2.0,4K5wju7Hht1PuqfFlES2l5,cotton candy,spotify:track:4K5wju7Hht1PuqfFlES2l5,2020-12-04,0.0104,0.633,167365.0,0.93,0.0,0.0,9.0,0.0866,-3.262,1.0,66.0,0.0748,124.041,4.0,0.701,1.0
26,Papi Chulo,Octavian,1.0,6Juv5N0dNU1imms9c9u1dA,Papi Chulo,spotify:track:6Juv5N0dNU1imms9c9u1dA,2020-03-13,0.185,0.866,161667.0,0.563,1.0,0.0,11.0,0.0889,-6.964,0.0,85.0,0.108,127.954,4.0,0.307,1.0
27,UFO,D-Block Europe,1.0,2DOv2fSLzEC4StSkZAWG9T,UFO,spotify:track:2DOv2fSLzEC4StSkZAWG9T,2020-10-02,0.102,0.866,204000.0,0.591,1.0,0.0,11.0,0.204,-6.324,0.0,70.0,0.159,100.079,4.0,0.59,1.0
28,Wonder,Shawn Mendes,1.0,5KCbr5ndeby4y4ggthdiAb,Wonder,spotify:track:5KCbr5ndeby4y4ggthdiAb,2020-10-02,0.131,0.333,172692.0,0.637,0.0,1.8e-05,1.0,0.149,-4.904,0.0,92.0,0.0581,139.898,4.0,0.132,1.0
29,A N N I V E R S A R Y,Bryson Tiller,8.0,4SCnCPOUOUXUmCX2uHb3r7,Outta Time (feat. Drake),spotify:track:4SCnCPOUOUXUmCX2uHb3r7,2020-10-02,0.0129,0.714,198821.0,0.582,0.0,0.0,5.0,0.0774,-7.272,0.0,75.0,0.0808,92.819,4.0,0.338,1.0
30,SAVAGE MODE II,21 Savage,4.0,4Q34FP1AT7GEl9oLgNtiWj,Mr. Right Now (feat. Drake),spotify:track:4Q34FP1AT7GEl9oLgNtiWj,2020-10-02,0.231,0.647,193838.0,0.667,1.0,0.0,5.0,0.133,-5.563,1.0,85.0,0.304,172.08,4.0,0.704,1.0
31,Levitating (feat. DaBaby),Dua Lipa,1.0,463CkQjx2Zk1yXoBuierM9,Levitating (feat. DaBaby),spotify:track:463CkQjx2Zk1yXoBuierM9,2020-10-01,0.00883,0.702,203064.0,0.825,0.0,0.0,6.0,0.0674,-3.787,0.0,90.0,0.0601,102.977,4.0,0.915,1.0
32,Come Over (feat. Popcaan),Jorja Smith,1.0,58mtgcQVZ56NgWHKsN94nD,Come Over (feat. Popcaan),spotify:track:58mtgcQVZ56NgWHKsN94nD,2020-10-01,0.0608,0.702,208000.0,0.652,0.0,2.21e-06,10.0,0.277,-5.587,0.0,74.0,0.318,178.011,4.0,0.524,1.0
33,Heart Of Glass / Midnight Sky,Miley Cyrus,1.0,5i7ThJfYLAzp2DyZuFpF6j,Heart Of Glass (Live from the iHeart Festival),spotify:track:5i7ThJfYLAzp2DyZuFpF6j,2020-09-29,0.000335,0.58,213671.0,0.908,0.0,4.84e-05,4.0,0.087,-5.303,1.0,83.0,0.0341,115.016,4.0,0.427,1.0
34,THE ALBUM,BLACKPINK,5.0,4Ws314Ylb27BVsvlZOy30C,Lovesick Girls,spotify:track:4Ws314Ylb27BVsvlZOy30C,2020-10-02,0.00668,0.658,192760.0,0.733,0.0,0.0,6.0,0.118,-4.756,1.0,84.0,0.0586,127.977,4.0,0.464,1.0
35,SAVAGE MODE II,21 Savage,2.0,5SWnsxjhdcEDc7LJjq9UHk,Runnin,spotify:track:5SWnsxjhdcEDc7LJjq9UHk,2020-10-02,0.00748,0.819,195906.0,0.626,1.0,0.101,10.0,0.167,-4.574,0.0,86.0,0.202,143.01,4.0,0.415,1.0
36,SAVAGE MODE II,21 Savage,5.0,3ruoIF2UnoXdzK8mR61ebq,Rich Nigga Shit (feat. Young Thug),spotify:track:3ruoIF2UnoXdzK8mR61ebq,2020-10-02,0.349,0.825,190331.0,0.733,1.0,0.0,1.0,0.112,-5.625,0.0,77.0,0.0969,97.974,4.0,0.62,1.0
37,THE ALBUM,BLACKPINK,4.0,7iAgNZdotu40NwtoIWJHFe,Bet You Wanna (feat. Cardi B),spotify:track:7iAgNZdotu40NwtoIWJHFe,2020-10-02,0.00386,0.665,159173.0,0.674,0.0,0.0,7.0,0.0734,-5.188,1.0,79.0,0.161,111.516,4.0,0.702,1.0
38,A N N I V E R S A R Y,Bryson Tiller,1.0,4SVTus5gJc5cfkFZ8ELK1p,Years Go By,spotify:track:4SVTus5gJc5cfkFZ8ELK1p,2020-10-02,0.0279,0.374,179976.0,0.577,1.0,5.6e-06,1.0,0.562,-7.085,1.0,67.0,0.302,184.201,4.0,0.0658,1.0
39,A N N I V E R S A R Y,Bryson Tiller,2.0,1LV5cAo02H8h5YlZNcjULM,Always Forever,spotify:track:1LV5cAo02H8h5YlZNcjULM,2020-10-02,0.168,0.605,170053.0,0.489,0.0,2.36e-06,10.0,0.187,-7.234,0.0,68.0,0.174,147.341,4.0,0.326,1.0
40,No Time To Die,Billie Eilish,1.0,73SpzrcaHk0RQPFP73vqVR,No Time To Die,spotify:track:73SpzrcaHk0RQPFP73vqVR,2020-02-13,0.917,0.38,242265.0,0.219,0.0,0.0104,4.0,0.0827,-13.273,0.0,82.0,0.0358,73.537,4.0,0.0517,1.0
41,"808 (feat. dutchavelli, DigDat & B Young)",Da Beatfreakz,1.0,4MrXtliOu0PA3pWVdkA94h,"808 (feat. dutchavelli, DigDat & B Young)",spotify:track:4MrXtliOu0PA3pWVdkA94h,2020-09-24,0.0686,0.863,180265.0,0.592,1.0,0.0,10.0,0.0876,-6.564,1.0,69.0,0.463,146.05,4.0,0.633,1.0
42,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,1.0,4jVBIpuOiMj1crqd8LoCrJ,FRANCHISE (feat. Young Thug & M.I.A.),spotify:track:4jVBIpuOiMj1crqd8LoCrJ,2020-09-25,0.00671,0.835,202794.0,0.699,1.0,0.0,8.0,0.195,-5.405,0.0,84.0,0.277,154.981,4.0,0.547,1.0
43,Miss Me (feat. AJ Tracey),MoStack,1.0,6cA8yDBX9TUen9VzIgoL1x,Miss Me (feat. AJ Tracey),spotify:track:6cA8yDBX9TUen9VzIgoL1x,2020-09-24,0.283,0.654,175461.0,0.737,1.0,2.33e-06,11.0,0.29,-7.856,1.0,61.0,0.33,99.541,4.0,0.735,1.0
44,Trouble’s Coming,Royal Blood,1.0,5eR6OS3joTAHJToyzehKfu,Trouble’s Coming,spotify:track:5eR6OS3joTAHJToyzehKfu,2020-09-24,0.0629,0.767,228400.0,0.694,0.0,0.0,1.0,0.32,-5.059,0.0,71.0,0.0384,112.012,4.0,0.78,1.0
45,Epidemic,Polo G,1.0,170DNUSnQRp1tGpppF26pA,Epidemic,spotify:track:170DNUSnQRp1tGpppF26pA,2020-09-25,0.128,0.616,177272.0,0.617,1.0,0.0,1.0,0.177,-8.431,1.0,80.0,0.52,175.929,4.0,0.476,1.0
46,Better,ZAYN,1.0,1dLXLETYiZohIZWnse4ypG,Better,spotify:track:1dLXLETYiZohIZWnse4ypG,2020-09-25,0.353,0.637,174516.0,0.418,0.0,0.0,2.0,0.131,-7.137,1.0,81.0,0.301,84.295,4.0,0.0807,1.0
47,DISCO (Deluxe),Kylie Minogue,1.0,0I4658wYMK45Ffx1IlKRjG,Magic,spotify:track:0I4658wYMK45Ffx1IlKRjG,2020-11-06,0.0268,0.732,250680.0,0.782,0.0,9.94e-06,0.0,0.106,-4.844,1.0,68.0,0.03,106.048,4.0,0.655,1.0
48,Too Many Nights (with JC Stewart),220 KID,1.0,13YIDpKrL2caqJ3YF52uzJ,Too Many Nights (with JC Stewart),spotify:track:13YIDpKrL2caqJ3YF52uzJ,2020-09-18,0.121,0.726,188636.0,0.799,0.0,0.0,1.0,0.181,-3.776,0.0,70.0,0.0678,118.014,4.0,0.522,1.0
49,Rumours (Super Deluxe),Fleetwood Mac,2.0,0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,spotify:track:0ofHAoxe9vBkTCp2UQIavz,1977-02-04,0.0644,0.828,257800.0,0.492,0.0,0.00428,0.0,0.128,-9.744,1.0,88.0,0.0276,120.151,4.0,0.789,1.0
50,On My Mind,Diplo,1.0,5lXY6PTuWXOludKy4zDQwM,On My Mind,spotify:track:5lXY6PTuWXOludKy4zDQwM,2019-12-13,0.00165,0.771,189268.0,0.731,0.0,0.633,7.0,0.217,-6.574,1.0,70.0,0.0409,123.026,4.0,0.635,1.0
51,Nectar,Joji,1.0,7xcUWyLh6fIMsYjoVI7NnZ,Ew,spotify:track:7xcUWyLh6fIMsYjoVI7NnZ,2020-09-25,0.804,0.48,207710.0,0.373,0.0,0.067,10.0,0.12,-9.297,1.0,75.0,0.0278,114.078,4.0,0.0376,1.0
52,Holy,Justin Bieber,1.0,5u1n1kITHCxxp8twBcZxWy,Holy (feat. Chance The Rapper),spotify:track:5u1n1kITHCxxp8twBcZxWy,2020-09-18,0.196,0.673,212093.0,0.704,0.0,0.0,6.0,0.0898,-8.056,1.0,94.0,0.36,86.919,4.0,0.372,1.0
53,Diamonds,Sam Smith,1.0,5hvwx5i67IwnCkjl9VHkNv,Diamonds,spotify:track:5hvwx5i67IwnCkjl9VHkNv,2020-09-17,0.154,0.653,213869.0,0.667,0.0,0.0,10.0,0.107,-6.764,0.0,87.0,0.0423,104.181,4.0,0.556,1.0
54,5AM,M Huncho,1.0,6IuNwM769klPMsqWItMZAv,5AM,spotify:track:6IuNwM769klPMsqWItMZAv,2020-09-17,0.484,0.799,212506.0,0.611,1.0,0.0,10.0,0.0961,-8.216,0.0,64.0,0.223,139.982,4.0,0.599,1.0
55,Shoot For The Stars Aim For The Moon,Pop Smoke,15.0,1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,spotify:track:1tkg4EHVoqnhR6iFEXb60y,2020-07-03,0.65,0.709,160000.0,0.548,1.0,1.59e-06,10.0,0.133,-8.493,1.0,95.0,0.353,83.995,4.0,0.543,1.0
56,See Nobody,Wes Nelson,1.0,0osdzA0D159EUmBcrwMcB4,See Nobody,spotify:track:0osdzA0D159EUmBcrwMcB4,2020-09-17,0.0852,0.826,203650.0,0.66,1.0,9.26e-06,7.0,0.148,-4.837,0.0,79.0,0.0953,104.994,4.0,0.626,1.0
57,One Too Many,Keith Urban,1.0,5NUXE8W12lWcUXgJRCjeEw,One Too Many,spotify:track:5NUXE8W12lWcUXgJRCjeEw,2020-09-16,0.247,0.697,203893.0,0.535,0.0,0.0,4.0,0.569,-6.504,1.0,78.0,0.068,82.959,4.0,0.594,1.0
58,Training Day 3,Potter Payper,15.0,5HQc6EqNQk4q3fxl7f2jfM,Purpose,spotify:track:5HQc6EqNQk4q3fxl7f2jfM,2020-09-18,0.0702,0.488,176170.0,0.63,1.0,0.0,6.0,0.174,-7.788,1.0,58.0,0.532,93.263,4.0,0.327,1.0
59,Training Day 3,Potter Payper,4.0,0xRkwcfbkjkotOx0tjkabD,Science,spotify:track:0xRkwcfbkjkotOx0tjkabD,2020-09-18,0.0298,0.71,161562.0,0.688,1.0,0.0,1.0,0.133,-8.749,0.0,53.0,0.382,96.001,4.0,0.404,1.0
60,feel away (feat. James Blake & Mount Kimbie),slowthai,1.0,20wMPnqHdNdBWaKRaMM7fD,feel away (feat. James Blake & Mount Kimbie),spotify:track:20wMPnqHdNdBWaKRaMM7fD,2020-09-15,0.69,0.638,203572.0,0.537,1.0,0.176,0.0,0.174,-9.001,1.0,68.0,0.0344,79.992,4.0,0.351,1.0
61,Heaven & Hell,Ava Max,11.0,1Pmp486RrLRkaEkE3HFHXP,Who's Laughing Now,spotify:track:1Pmp486RrLRkaEkE3HFHXP,2020-09-18,0.00565,0.648,180348.0,0.641,0.0,3.63e-06,7.0,0.109,-5.521,1.0,77.0,0.0389,184.021,4.0,0.505,1.0
62,Baby It's You,London Grammar,1.0,3Yoy8R29IewKS8sO80L4XB,Baby It's You,spotify:track:3Yoy8R29IewKS8sO80L4XB,2020-08-19,0.085,0.508,242239.0,0.827,0.0,0.0134,2.0,0.0572,-8.612,1.0,61.0,0.0357,118.009,4.0,0.14,1.0
63,Training Day 3,Potter Payper,7.0,6SiHE9HwrbEmv4X7ilDzlz,Slumdog Millionaire,spotify:track:6SiHE9HwrbEmv4X7ilDzlz,2020-09-18,0.159,0.72,264081.0,0.458,1.0,0.0,1.0,0.273,-10.53,1.0,55.0,0.469,91.774,4.0,0.796,1.0
64,OK Not To Be OK,Marshmello,1.0,0zzVTGyRrWpQu8Fr28NRAv,OK Not To Be OK,spotify:track:0zzVTGyRrWpQu8Fr28NRAv,2020-09-10,0.0172,0.743,159862.0,0.837,0.0,0.0,1.0,0.0743,-5.025,0.0,83.0,0.0649,103.072,4.0,0.263,1.0
65,State of the Union,The Morrison Brothers Band,4.0,1lAjbH6cuXDa8kZUWlFFh2,Little Miss Whiskey,spotify:track:1lAjbH6cuXDa8kZUWlFFh2,2013-07-10,0.0155,0.629,203133.0,0.932,0.0,0.0,0.0,0.106,-4.216,1.0,34.0,0.0529,100.012,4.0,0.743,1.0
66,Let's Love,David Guetta,1.0,6lhZLbb0czULpjb2kFryPS,Let's Love,spotify:track:6lhZLbb0czULpjb2kFryPS,2020-09-11,0.00882,0.662,200645.0,0.868,0.0,0.00244,5.0,0.584,-4.025,1.0,83.0,0.0341,92.998,4.0,0.353,1.0
67,Daisy,Ashnikko,1.0,0AUvWawuP0ibk4SQ3sIZjk,Daisy,spotify:track:0AUvWawuP0ibk4SQ3sIZjk,2020-07-09,0.235,0.834,146523.0,0.663,1.0,0.0,8.0,0.372,-6.143,1.0,89.0,0.133,121.876,4.0,0.774,1.0
68,Put Your Records On,Ritt Momney,1.0,6AGOKlMZWLCaEJGnaROtF9,Put Your Records On,spotify:track:6AGOKlMZWLCaEJGnaROtF9,2020-04-24,0.0563,0.399,210463.0,0.491,0.0,0.00089,6.0,0.11,-10.778,0.0,92.0,0.0538,91.066,4.0,0.151,1.0
69,For You,Vedo,7.0,4lsHZ92XCFOQfzJFBTluk8,You Got It,spotify:track:4lsHZ92XCFOQfzJFBTluk8,2020-03-27,0.297,0.774,201586.0,0.376,1.0,0.0,5.0,0.165,-9.372,1.0,85.0,0.208,122.089,4.0,0.391,1.0
70,Flight Mode (feat. Silky),Tom Zanetti,1.0,1hsRoc4GvW9lAisQ6PfU2u,Flight Mode (feat. Silky),spotify:track:1hsRoc4GvW9lAisQ6PfU2u,2020-09-04,0.0143,0.912,145320.0,0.693,1.0,1.89e-05,0.0,0.147,-4.221,1.0,62.0,0.166,124.98,4.0,0.565,1.0
71,Cullinan,Millions & Billions,1.0,5QzTpZxNJ0gXOdshGO07ZK,Cullinan,spotify:track:5QzTpZxNJ0gXOdshGO07ZK,2020-09-03,0.0826,0.533,180114.0,0.658,1.0,0.0,3.0,0.109,-4.17,1.0,44.0,0.212,150.392,4.0,0.396,1.0
72,Lasting Lover,Sigala,1.0,0DmAvNCAK08oCi7miSZUIY,Lasting Lover,spotify:track:0DmAvNCAK08oCi7miSZUIY,2020-09-04,0.197,0.676,218358.0,0.786,0.0,0.0,1.0,0.0943,-4.529,1.0,83.0,0.0478,125.983,4.0,0.483,1.0
73,Obey (with YUNGBLUD),Bring Me The Horizon,1.0,7fQox8Ere1HDm0jhSnsFHu,Obey (with YUNGBLUD),spotify:track:7fQox8Ere1HDm0jhSnsFHu,2020-09-02,0.000103,0.462,220538.0,0.99,1.0,0.0,1.0,0.374,-3.175,0.0,71.0,0.211,137.061,4.0,0.204,1.0
74,Crabs In A Bucket,Nines,7.0,5xa6bK1Q2K9gmZiQLJVRVW,NIC (feat. Tiggs Da Author),spotify:track:5xa6bK1Q2K9gmZiQLJVRVW,2020-08-28,0.0151,0.568,220510.0,0.836,1.0,0.0,7.0,0.186,-3.51,1.0,60.0,0.13,89.305,4.0,0.638,1.0
75,Hit Different,SZA,1.0,7Bar1kLTmsRmH6FCKKMEyU,Hit Different,spotify:track:7Bar1kLTmsRmH6FCKKMEyU,2020-09-04,0.199,0.679,202007.0,0.516,1.0,0.0,0.0,0.0965,-6.371,0.0,81.0,0.0452,120.074,4.0,0.716,1.0
76,"Red Card (feat. Skepta, Jammer, JME & Shorty)",Frisco,1.0,7vCzWUYsfbDga8ZuUzn1RE,"Red Card (feat. Skepta, Jammer, JME & Shorty)",spotify:track:7vCzWUYsfbDga8ZuUzn1RE,2020-09-01,0.059,0.473,194042.0,0.824,1.0,0.0,1.0,0.422,-5.268,1.0,61.0,0.332,141.331,4.0,0.554,1.0
77,Lets Link,WhoHeem,1.0,6fMzgFFGzWCwiHMzDzNpp5,Lets Link,spotify:track:6fMzgFFGzWCwiHMzDzNpp5,2020-08-20,0.00667,0.839,159955.0,0.683,1.0,0.0,10.0,0.241,-9.232,0.0,73.0,0.165,120.003,4.0,0.522,1.0
78,Mad at Disney,salem ilese,1.0,7aGyRfJWtLqgJaZoG9lJhE,Mad at Disney,spotify:track:7aGyRfJWtLqgJaZoG9lJhE,2020-07-24,0.424,0.738,136838.0,0.621,0.0,7.39e-06,0.0,0.692,-7.313,1.0,87.0,0.0486,113.968,4.0,0.715,1.0
79,THE GOAT,Polo G,3.0,1VLtjHwRWOVJiE5Py7JxoQ,Martin & Gina,spotify:track:1VLtjHwRWOVJiE5Py7JxoQ,2020-05-15,0.345,0.832,132832.0,0.534,1.0,0.0,1.0,0.165,-7.813,0.0,87.0,0.253,93.924,4.0,0.116,1.0
80,Jerusalema,Master KG,1.0,2MlOUXmcofMackX3bxfSwi,Jerusalema (feat. Nomcebo Zikode),spotify:track:2MlOUXmcofMackX3bxfSwi,2020-01-24,0.0185,0.88,342612.0,0.483,0.0,8.68e-06,1.0,0.0607,-7.012,1.0,85.0,0.0505,124.009,4.0,0.827,1.0
81,Tik Tok,Poundz,1.0,4OMF6uR9lFhZajAsy1c6Dx,Tik Tok,spotify:track:4OMF6uR9lFhZajAsy1c6Dx,2020-08-31,0.411,0.893,205925.0,0.498,1.0,0.0,8.0,0.112,-9.941,1.0,61.0,0.682,141.052,4.0,0.485,1.0
82,Backyard Boy (Stripped),Claire Rosinkranz,2.0,04F42oEuKrRComYJfJuyVR,Backyard Boy,spotify:track:04F42oEuKrRComYJfJuyVR,2020-10-02,0.323,0.817,129240.0,0.635,0.0,0.0,5.0,0.0738,-7.246,1.0,79.0,0.163,138.015,4.0,0.454,1.0
83,Over Now (with The Weeknd),Calvin Harris,1.0,58AGoOGbwsQMhBbH0eFLRR,Over Now (with The Weeknd),spotify:track:58AGoOGbwsQMhBbH0eFLRR,2020-08-28,0.0759,0.612,210795.0,0.884,1.0,0.00132,4.0,0.247,-4.113,0.0,80.0,0.0454,178.043,4.0,0.679,1.0
84,THE ALBUM,BLACKPINK,2.0,4JUPEh2DVSXFGExu4Uxevz,Ice Cream (with Selena Gomez),spotify:track:4JUPEh2DVSXFGExu4Uxevz,2020-10-02,0.0374,0.785,175813.0,0.719,0.0,0.000108,4.0,0.0519,-3.886,1.0,80.0,0.354,159.953,4.0,0.887,1.0
85,Crabs In A Bucket,Nines,2.0,2aDoBbj4MkgwQQR6HJ7G4Y,Energy (feat. Skrapz),spotify:track:2aDoBbj4MkgwQQR6HJ7G4Y,2020-08-28,0.121,0.663,195583.0,0.613,1.0,0.0,4.0,0.0849,-5.349,0.0,56.0,0.331,159.874,4.0,0.334,1.0
86,Bando Diaries,dutchavelli,1.0,1gaMQvjO3dKpOGWv5z7Itr,Bando Diaries,spotify:track:1gaMQvjO3dKpOGWv5z7Itr,2020-08-27,0.0519,0.89,138428.0,0.617,1.0,5.6e-06,8.0,0.0815,-7.767,0.0,67.0,0.38,140.16,4.0,0.706,1.0
